Log File,Best Loss
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_7.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_2.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_12.err,593.091900
